alg,seed,K,recall_at_k,precision_at_k,f1,mrr,branches_with_true_cause,bio_recovered,psycho_recovered,social_recovered,domain_coverage_any,true_recovered,rank_first,rank_all_true
Domain-balanced random,47,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,47,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,48,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,48,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,48,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,48,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,48,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,48,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,48,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,48,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,48,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,48,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,48,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,48,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,48,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,48,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,48,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,9
BFS-3phase,48,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,48,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,48,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,48,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,48,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,49,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,49,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,49,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,49,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,49,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,49,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,49,5,0.6666666666666666,0.4,0.5,0.39999999999999997,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,49,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,49,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,49,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,49,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,49,8,0.6666666666666666,0.25,0.36363636363636365,0.39999999999999997,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,49,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,49,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,49,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,49,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,49,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.39999999999999997,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,49,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,49,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,49,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,50,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,2.0,1.0,0.0,1.0,3,2,1,4
Greedy-top-K,50,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,50,5,0.6666666666666666,0.4,0.5,0.4444444444444444,2.0,1.0,0.0,1.0,3,2,1,6
Greedy-top-K,50,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,50,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,50,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,50,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,50,8,1.0,0.375,0.5454545454545454,0.4861111111111111,3.0,1.0,1.0,1.0,3,3,1,8
Greedy-top-K,50,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,50,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,50,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,50,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,50,12,1.0,0.25,0.4,0.4861111111111111,3.0,1.0,1.0,1.0,3,3,1,8
Greedy-top-K,50,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,50,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,13
Domain-balanced random,50,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,50,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,51,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,51,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,51,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,51,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,51,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,51,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,51,5,0.6666666666666666,0.4,0.5,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,51,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,51,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,51,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,51,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,51,8,0.6666666666666666,0.25,0.36363636363636365,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,51,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,51,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,51,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,51,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,51,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,51,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.03333333333333333,1.0,1.0,0.0,0.0,1,1,10,13
Domain-balanced random,51,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,51,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,52,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,52,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,52,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,52,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,52,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,52,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,52,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,52,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,52,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,52,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,52,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,52,8,0.6666666666666666,0.25,0.36363636363636365,0.5,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,52,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,52,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,52,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,52,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,52,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,52,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,52,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,52,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,53,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,53,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,53,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,4
Domain-balanced random,53,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,53,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,53,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,53,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,53,5,0.3333333333333333,0.2,0.25,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,6
Domain-balanced random,53,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,53,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,53,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,53,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,53,8,0.3333333333333333,0.125,0.18181818181818182,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,9
Domain-balanced random,53,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,53,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,53,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,53,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Mapping-only,53,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,13
Domain-balanced random,53,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,53,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,54,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,54,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,2.0,1.0,0.0,1.0,2,2,1,4
Mapping-only,54,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,54,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,54,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
BFS-3phase,54,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,54,5,0.6666666666666666,0.4,0.5,0.5,2.0,1.0,0.0,1.0,2,2,1,6
Mapping-only,54,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,54,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,54,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,54,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,54,8,0.6666666666666666,0.25,0.36363636363636365,0.5,2.0,1.0,0.0,1.0,2,2,1,9
Mapping-only,54,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,54,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,54,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,54,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,54,12,1.0,0.25,0.4,0.5277777777777778,3.0,1.0,1.0,1.0,3,3,1,12
Mapping-only,54,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,13
Domain-balanced random,54,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,54,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,55,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,55,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,55,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Domain-balanced random,55,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,55,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,55,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,55,5,0.6666666666666666,0.4,0.5,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,55,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Domain-balanced random,55,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,55,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,55,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,55,8,0.6666666666666666,0.25,0.36363636363636365,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,55,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Domain-balanced random,55,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,55,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,55,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,55,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,55,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,13
Domain-balanced random,55,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,55,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,56,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,56,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,56,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,4
Domain-balanced random,56,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,56,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
BFS-3phase,56,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,56,5,0.3333333333333333,0.2,0.25,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,6
Mapping-only,56,5,0.3333333333333333,0.2,0.25,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,6
Domain-balanced random,56,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,56,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,56,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,56,8,0.3333333333333333,0.125,0.18181818181818182,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,9
Mapping-only,56,8,0.3333333333333333,0.125,0.18181818181818182,0.16666666666666666,1.0,1.0,0.0,0.0,2,1,2,9
Domain-balanced random,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,56,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,56,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,56,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.3666666666666667,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,56,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.16666666666666666,1.0,1.0,0.0,0.0,2,1,2,13
Domain-balanced random,56,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,56,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,57,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,57,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,57,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,57,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,57,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
BFS-3phase,57,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,57,5,0.6666666666666666,0.4,0.5,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,57,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,57,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,57,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,57,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,57,8,0.6666666666666666,0.25,0.36363636363636365,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,57,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,9,9
Domain-balanced random,57,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,57,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,57,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,57,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,57,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,13,13
Domain-balanced random,57,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,57,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,58,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,58,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.0,1,1,1,4
Mapping-only,58,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,4
Domain-balanced random,58,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,58,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,58,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,58,5,0.6666666666666666,0.4,0.5,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,58,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,6
Domain-balanced random,58,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,58,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
BFS-3phase,58,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,58,8,0.6666666666666666,0.25,0.36363636363636365,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,58,8,0.3333333333333333,0.125,0.18181818181818182,0.05555555555555555,1.0,1.0,0.0,0.0,1,1,6,9
Domain-balanced random,58,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,58,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,58,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,58,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4166666666666667,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,58,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.05555555555555555,1.0,1.0,0.0,0.0,1,1,6,13
Domain-balanced random,58,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
Random,58,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
BFS-3phase,59,3,1.0,1.0,1.0,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,59,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,4
Mapping-only,59,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,4
Domain-balanced random,59,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,4,4
Random,59,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,4
BFS-3phase,59,5,1.0,0.6,0.7499999999999999,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,59,5,0.6666666666666666,0.4,0.5,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,6
Mapping-only,59,5,0.3333333333333333,0.2,0.25,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,6
Domain-balanced random,59,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,6,6
Random,59,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,6,6
BFS-3phase,59,8,1.0,0.375,0.5454545454545454,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,59,8,0.6666666666666666,0.25,0.36363636363636365,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,9
Mapping-only,59,8,0.3333333333333333,0.125,0.18181818181818182,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,9
Domain-balanced random,59,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
Random,59,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,9,9
BFS-3phase,59,12,1.0,0.25,0.4,0.611111111111111,3.0,1.0,1.0,1.0,3,3,1,3
Greedy-top-K,59,12,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.4444444444444444,2.0,1.0,1.0,0.0,2,2,1,13
Mapping-only,59,12,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.16666666666666666,1.0,1.0,0.0,0.0,1,1,2,13
Domain-balanced random,59,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,13,13
